,date,attendance,host
6155,201611010,19612,MIA
6156,201611010,14774,MIN
6157,201611010,15515,NOP
6158,201611010,12529,PHI
6159,201611010,19393,POR
6160,201611010,18418,SAS
6161,201611020,13800,ATL
6162,201611020,18624,BOS
6163,201611020,13650,BRK
6164,201611020,15275,CHO
6165,201611020,19060,LAC
6166,201611020,15881,MEM
6167,201611020,19812,NYK
6168,201611020,17284,PHO
6169,201611020,19318,UTA
6170,201611020,19581,WAS
6171,201611030,20562,CLE
6172,201611030,19596,GSW
6173,201611030,11374,MIL
6174,201611030,11219,MIN
6175,201611030,17026,ORL
6176,201611040,15775,BRK
6177,201611040,22376,CHI
6178,201611040,19475,DAL
6179,201611040,18997,LAL
6180,201611040,17115,MEM
6181,201611040,15379,NOP
6182,201611040,19800,TOR
6183,201611040,19911,UTA
6184,201611040,14663,WAS
6185,201611050,16895,ATL
6186,201611050,16218,DET
6187,201611050,17020,IND
6188,201611050,16021,MIL
6189,201611050,18203,OKC
6190,201611050,18846,ORL
6191,201611050,20497,PHI
6192,201611050,18418,SAS
6193,201611060,17452,BOS
6194,201611060,19345,DAL
6195,201611060,18997,LAL
6196,201611060,16233,MEM
6197,201611060,19812,NYK
6198,201611060,19800,TOR
6199,201611070,21320,CHI
6200,201611070,16880,CHO
6201,201611070,19596,GSW
6202,201611070,19060,LAC
6203,201611070,18203,OKC
6204,201611070,14168,PHI
6205,201611070,13173,WAS
6206,201611080,13610,BRK
6207,201611080,20562,CLE
6208,201611080,18997,LAL
6209,201611080,15109,MEM
6210,201611080,19239,POR
6211,201611080,17608,SAC
6212,201611090,16354,ATL
6213,201611090,15712,CHO
6214,201611090,19596,GSW
6215,201611090,15360,IND
6216,201611090,19060,LAC
6217,201611090,19812,NYK
6218,201611090,18203,OKC
6219,201611090,17102,ORL
6220,201611090,16719,PHO
6221,201611090,18418,SAS
6222,201611090,12675,WAS
6223,201611100,17569,DEN
6224,201611100,19600,MIA
6225,201611100,12159,MIL
6226,201611100,17608,SAC
6227,201611110,18624,BOS
6228,201611110,18107,CHO
6229,201611110,18203,OKC
6230,201611110,18846,ORL
6231,201611110,17643,PHI
6232,201611110,19918,POR
6233,201611110,18418,SAS
6234,201611110,20356,WAS
6235,201611120,17399,ATL
6236,201611120,21962,CHI
6237,201611120,13997,DEN
6238,201611120,18055,HOU
6239,201611120,17923,IND
6240,201611120,19600,MIA
6241,201611120,14327,MIL
6242,201611120,14494,MIN
6243,201611120,17138,NOP
6244,201611120,17126,PHO
6245,201611120,19800,TOR
6246,201611130,20562,CLE
6247,201611130,19596,GSW
6248,201611130,14432,MIN
6249,201611130,18203,OKC
6250,201611130,19362,POR
6251,201611140,14172,DET
6252,201611140,13183,HOU
6253,201611140,14825,IND
6254,201611140,19060,LAC
6255,201611140,15001,NOP
6256,201611140,19812,NYK
6257,201611140,18418,SAS
6258,201611140,18176,UTA
6259,201611150,20562,CLE
6260,201611150,18426,LAL
6261,201611150,19600,MIA
6262,201611150,10349,MIN
6263,201611150,19393,POR
6264,201611160,14656,ATL
6265,201611160,18624,BOS
6266,201611160,10247,DEN
6267,201611160,17022,IND
6268,201611160,19060,LAC
6269,201611160,19812,NYK
6270,201611160,18203,OKC
6271,201611160,16127,ORL
6272,201611160,14863,PHI
6273,201611160,17608,SAC
6274,201611160,21050,TOR
6275,201611170,15550,HOU
6276,201611170,19600,MIA
6277,201611170,16866,MIN
6278,201611170,19911,UTA
6279,201611170,16704,WAS
6280,201611180,18624,BOS
6281,201611180,17989,CHO
6282,201611180,20562,CLE
6283,201611180,19715,DAL
6284,201611180,12476,DEN
6285,201611180,16780,IND
6286,201611180,18997,LAL
6287,201611180,15552,NOP
6288,201611180,18203,OKC
6289,201611180,17608,SAC
6290,201611190,16107,DET
6291,201611190,14760,HOU
6292,201611190,19060,LAC
6293,201611190,17112,MEM
6294,201611190,18717,MIL
6295,201611190,15739,NOP
6296,201611190,18846,ORL
6297,201611190,18125,PHI
6298,201611190,15848,WAS
6299,201611200,16608,BRK
6300,201611200,12565,DEN
6301,201611200,18997,LAL
6302,201611200,19812,NYK
6303,201611200,18203,OKC
6304,201611200,17608,SAC
6305,201611210,14181,CHO
6306,201611210,13632,DET
6307,201611210,17923,IND
6308,201611210,19060,LAC
6309,201611210,12306,MIL
6310,201611210,13167,MIN
6311,201611210,16477,PHI
6312,201611210,18418,SAS
6313,201611210,12790,WAS
6314,201611220,19120,ATL
6315,201611220,14328,DEN
6316,201611220,18997,LAL
6317,201611220,19812,NYK
6318,201611230,16210,BRK
6319,201611230,18515,CHO
6320,201611230,20562,CLE
6321,201611230,20042,DAL
6322,201611230,14520,DET
6323,201611230,19596,GSW
6324,201611230,18055,HOU
6325,201611230,16032,IND
6326,201611230,15555,NOP
6327,201611230,17069,ORL
6328,201611230,15880,PHI
6329,201611230,17608,SAC
6330,201611230,19229,UTA
6331,201611250,18624,BOS
6332,201611250,20562,CLE
6333,201611250,14327,DEN
6334,201611250,17023,DET
6335,201611250,16083,IND
6336,201611250,18997,LAL
6337,201611250,17222,MEM
6338,201611250,16223,MIL
6339,201611250,19812,NYK
6340,201611250,17103,ORL
6341,201611250,18234,PHI
6342,201611250,16728,PHO
6343,201611250,19393,POR
6344,201611250,17608,SAC
6345,201611250,19911,UTA
6346,201611260,19195,CHO
6347,201611260,19596,GSW
6348,201611260,19600,MIA
6349,201611260,18203,OKC
6350,201611260,17066,WAS
6351,201611270,13646,BRK
6352,201611270,19302,DAL
6353,201611270,15572,IND
6354,201611270,18997,LAL
6355,201611270,16521,ORL
6356,201611270,19311,PHI
6357,201611270,15365,PHO
6358,201611270,19393,POR
6359,201611280,19596,GSW
6360,201611280,13143,MEM
6361,201611280,19600,MIA
6362,201611280,9384,MIN
6363,201611280,19812,NYK
6364,201611280,19800,TOR
6365,201611280,12571,WAS
6366,201611290,15681,BRK
6367,201611290,14266,CHO
6368,201611290,16559,MIL
6369,201611290,14024,NOP
6370,201611290,18418,SAS
6371,201611290,19911,UTA
6372,201611300,17338,BOS
6373,201611300,21773,CHI
6374,201611300,19245,DAL
6375,201611300,11471,DEN
6376,201611300,13987,MIN
6377,201611300,18203,OKC
6378,201611300,15909,PHO
6379,201611300,19107,POR
6380,201611300,19800,TOR
6381, poptip s,Attend.,ort
6382,201612010,12675,BRK
6383,201612010,14471,CHO
6384,201612010,20562,CLE
6385,201612010,19596,GSW
6386,201612010,13344,MEM
6387,201612010,19073,UTA
6388,201612020,15500,ATL
6389,201612020,18624,BOS
6390,201612020,21775,CHI
6391,201612020,15549,DEN
6392,201612020,16538,NOP
6393,201612020,19812,NYK
6394,201612020,13711,PHI
6395,201612020,18418,SAS
6396,201612020,19800,TOR
6397,201612030,16982,CHO
6398,201612030,19857,DAL
6399,201612030,19596,GSW
6400,201612030,17017,MEM
6401,201612030,15565,MIL
6402,201612030,17063,PHI
6403,201612030,19393,POR
6404,201612030,19800,TOR
6405,201612030,19911,UTA
6406,201612040,15206,DET
6407,201612040,19060,LAC
6408,201612040,19812,NYK
6409,201612040,18203,OKC
6410,201612050,14654,ATL
6411,201612050,12529,BRK
6412,201612050,21351,CHI
6413,201612050,19228,DAL
6414,201612050,19596,GSW
6415,201612050,15730,HOU
6416,201612050,18279,LAL
6417,201612050,14256,MIL
6418,201612050,13795,NOP
6419,201612050,11815,PHI
6420,201612050,19800,TOR
6421,201612060,14305,DET
6422,201612060,13521,MEM
6423,201612060,19610,MIA
6424,201612060,12585,MIN
6425,201612060,18997,UTA
6426,201612060,12116,WAS
6427,201612070,11326,ATL
6428,201612070,14159,BRK
6429,201612070,15141,CHO
6430,201612070,19711,DAL
6431,201612070,16141,HOU
6432,201612070,19239,LAC
6433,201612070,14033,MIL
6434,201612070,19812,NYK
6435,201612070,17009,ORL
6436,201612070,17452,PHO
6437,201612080,21489,CHI
6438,201612080,14317,MEM
6439,201612080,14158,NOP
6440,201612080,19800,TOR
6441,201612080,19911,UTA
6442,201612080,12645,WAS
6443,201612090,18624,BOS
6444,201612090,15707,CHO
6445,201612090,20562,CLE
6446,201612090,19486,DAL
6447,201612090,18997,LAL
6448,201612090,16289,MIL
6449,201612090,14109,MIN
6450,201612090,18203,OKC
6451,201612090,17608,SAC
6452,201612100,21450,CHI
6453,201612100,20562,CLE
6454,201612100,15761,HOU
6455,201612100,16211,IND
6456,201612100,19060,LAC
6457,201612100,18119,MEM
6458,201612100,17010,ORL
6459,201612100,18418,SAS
6460,201612100,19331,UTA
6461,201612100,14816,WAS
6462,201612110,7244,DET
6463,201612110,18997,LAL
6464,201612110,18452,MIN
6465,201612110,18203,OKC
6466,201612110,16949,PHO
6467,201612120,19425,DAL
6468,201612120,13619,HOU
6469,201612120,14138,IND
6470,201612120,19060,LAC
6471,201612120,19600,MIA
6472,201612120,17608,SAC
6473,201612120,19800,TOR
6474,201612130,13585,ATL
6475,201612130,21146,CHI
6476,201612130,20562,CLE
6477,201612130,17789,NOP
6478,201612130,16429,PHO
6479,201612130,19505,POR
6480,201612140,17732,BRK
6481,201612140,19687,DAL
6482,201612140,15039,HOU
6483,201612140,17449,MEM
6484,201612140,19600,MIA
6485,201612140,18846,ORL
6486,201612140,16192,PHI
6487,201612140,18418,SAS
6488,201612140,19911,UTA
6489,201612140,13447,WAS
6490,201612150,10022,DEN
6491,201612150,19596,GSW
6492,201612150,16704,MIL
6493,201612150,15472,NOP
6494,201612150,17165,PHO
6495,201612160,18624,BOS
6496,201612160,21324,CHI
6497,201612160,16728,HOU
6498,201612160,15987,MEM
6499,201612160,19600,MIA
6500,201612160,17668,ORL
6501,201612160,20491,PHI
6502,201612160,19800,TOR
6503,201612160,18721,UTA
6504,201612160,15573,WAS
6505,201612170,17918,ATL
6506,201612170,20562,CLE
6507,201612170,12042,DEN
6508,201612170,15231,DET
6509,201612170,19596,GSW
6510,201612170,14689,MIN
6511,201612170,18203,OKC
6512,201612180,19504,DAL
6513,201612180,15862,MEM
6514,201612180,19600,MIA
6515,201612180,17251,ORL
6516,201612180,16460,PHI
6517,201612180,18615,SAS
6518,201612180,17380,WAS
6519,201612190,21400,CHI
6520,201612190,12581,DEN
6521,201612190,17686,IND
6522,201612190,12008,MIN
6523,201612190,18203,OKC
6524,201612200,19093,CHO
6525,201612200,19596,GSW
6526,201612200,18055,HOU
6527,201612200,19060,LAC
6528,201612200,16519,MEM
6529,201612200,19600,MIA
6530,201612200,17053,MIL
6531,201612200,19812,NYK
6532,201612200,16322,PHI
6533,201612200,17608,SAC
6534,201612200,19800,TOR
6535,201612210,17578,ATL
6536,201612210,21358,CHI
6537,201612210,20562,CLE
6538,201612210,16033,DET
6539,201612210,16375,NOP
6540,201612210,18055,PHO
6541,201612210,19393,POR
6542,201612210,19195,UTA
6543,201612220,17732,BRK
6544,201612220,17577,IND
6545,201612220,19060,LAC
6546,201612220,19712,MIA
6547,201612220,19812,NYK
6548,201612230,18624,BOS
6549,201612230,19249,CHO
6550,201612230,20562,CLE
6551,201612230,13823,DEN
6552,201612230,21012,DET
6553,201612230,19060,LAC
6554,201612230,17454,MEM
6555,201612230,15921,MIL
6556,201612230,13288,MIN
6557,201612230,16322,NOP
6558,201612230,18846,ORL
6559,201612230,16535,PHO
6560,201612230,19393,POR
6561,201612230,19911,UTA
6562,201612250,20562,CLE
6563,201612250,18997,LAL
6564,201612250,19812,NYK
6565,201612250,18203,OKC
6566,201612250,18428,SAS
6567,201612260,17732,BRK
6568,201612260,21922,CHI
6569,201612260,18123,DET
6570,201612260,18055,HOU
6571,201612260,19060,LAC
6572,201612260,15617,MIN
6573,201612260,15764,NOP
6574,201612260,17104,ORL
6575,201612260,19393,POR
6576,201612260,17608,SAC
6577,201612260,15773,WAS
6578,201612270,18624,BOS
6579,201612270,20425,DAL
6580,201612270,18997,LAL
6581,201612270,19977,MIA
6582,201612280,19066,ATL
6583,201612280,21957,CHI
6584,201612280,15093,DEN
6585,201612280,17222,DET
6586,201612280,19596,GSW
6587,201612280,16647,NOP
6588,201612280,18273,ORL
6589,201612280,19665,POR
6590,201612280,18418,SAS
6591,201612280,16172,WAS
6592,201612290,19471,CHO
6593,201612290,20562,CLE
6594,201612290,18997,LAL
6595,201612290,18119,MEM
6596,201612290,18055,PHO
6597,201612290,19911,UTA
6598,201612300,19009,ATL
6599,201612300,18624,BOS
6600,201612300,13619,DEN
6601,201612300,19596,GSW
6602,201612300,18055,HOU
6603,201612300,17923,IND
6604,201612300,17779,MIN
6605,201612300,18124,NOP
6606,201612300,18418,SAS
6607,201612300,16461,WAS
6608,201612310,21838,CHI
6609,201612310,19519,CHO
6610,201612310,18055,HOU
6611,201612310,18203,OKC
6612,201612310,17608,SAC
6613,201612310,19911,UTA
6614, poptip s,Attend.,ort
6615,201801010,16164,BRK
6616,201801010,20860,CHI
6617,201801010,18978,MIN
6618,201801010,19800,TOR
6619,201801020,20562,CLE
6620,201801020,15711,LAC
6621,201801020,19812,NYK
6622,201801020,15921,PHO
6623,201801020,17583,SAC
6624,201801030,18624,BOS
6625,201801030,16215,BRK
6626,201801030,20056,CHI
6627,201801030,20212,DAL
6628,201801030,14079,DEN
6629,201801030,18997,LAL
6630,201801030,19600,MIA
6631,201801030,15613,MIL
6632,201801030,18588,ORL
6633,201801030,20642,PHI
6634,201801030,18306,UTA
6635,201801030,17206,WAS
6636,201801040,18055,HOU
6637,201801040,19068,LAC
6638,201801050,18624,BOS
6639,201801050,20073,DAL
6640,201801050,15557,DEN
6641,201801050,18997,LAL
6642,201801050,16988,MEM
6643,201801050,19600,MIA
6644,201801050,18717,MIL
6645,201801050,20592,PHI
6646,201801050,19393,POR
6647,201801050,18501,SAS
6648,201801060,17732,BRK
6649,201801060,18046,DET
6650,201801060,17923,IND
6651,201801060,19068,LAC
6652,201801060,18978,MIN
6653,201801060,18997,ORL
6654,201801060,17583,SAC
6655,201801060,18762,WAS
6656,201801070,20171,DAL
6657,201801070,18997,LAL
6658,201801070,19600,MIA
6659,201801070,18055,PHO
6660,201801070,19393,POR
6661,201801080,13681,BRK
6662,201801080,17462,CHI
6663,201801080,19596,GSW
6664,201801080,14670,IND
6665,201801080,14624,LAC
6666,201801080,18978,MIN
6667,201801080,12874,NOP
6668,201801080,17583,SAC
6669,201801090,19306,DAL
6670,201801090,18997,LAL
6671,201801090,18203,OKC
6672,201801090,19800,TOR
6673,201801100,13457,BRK
6674,201801100,14462,CHO
6675,201801100,14182,DEN
6676,201801100,19596,GSW
6677,201801100,18055,HOU
6678,201801100,14540,IND
6679,201801100,14312,MEM
6680,201801100,14543,MIL
6681,201801100,18978,MIN
6682,201801100,19812,NYK
6683,201801100,15640,WAS
6684,201801110,18997,LAL
6685,201801110,19078,PHI
6686,201801110,17583,SAC
6687,201801110,19923,TOR
6688,201801120,13093,ATL
6689,201801120,14848,CHO
6690,201801120,15607,DEN
6691,201801120,17923,IND
6692,201801120,18717,MIL
6693,201801120,18978,MIN
6694,201801120,17003,NOP
6695,201801120,18055,PHO
6696,201801120,18171,WAS
6697,201801130,21613,CHI
6698,201801130,19624,CHO
6699,201801130,20209,DAL
6700,201801130,16656,LAC
6701,201801130,18418,SAS
6702,201801130,20078,TOR
6703,201801130,18354,WAS
6704,201801140,19600,MIA
6705,201801140,14739,MIN
6706,201801140,19812,NYK
6707,201801140,17091,PHO
6708,201801150,15806,ATL
6709,201801150,17732,BRK
6710,201801150,20546,CHI
6711,201801150,20562,CLE
6712,201801150,17200,DET
6713,201801150,17622,LAC
6714,201801150,17794,MEM
6715,201801150,18203,OKC
6716,201801150,20637,PHI
6717,201801150,18306,UTA
6718,201801150,19607,WAS
6719,201801160,18624,BOS
6720,201801160,14097,DEN
6721,201801160,18589,ORL
6722,201801160,18604,POR
6723,201801170,10894,ATL
6724,201801170,15425,BRK
6725,201801170,21372,CHI
6726,201801170,11528,CHO
6727,201801170,15043,LAC
6728,201801170,12885,MEM
6729,201801170,16695,MIL
6730,201801170,18203,OKC
6731,201801170,17583,SAC
6732,201801170,19800,TOR
6733,201801180,18624,BOS
6734,201801180,20562,CLE
6735,201801180,18055,HOU
6736,201801180,19071,POR
6737,201801190,17732,BRK
6738,201801190,15732,DEN
6739,201801190,14744,DET
6740,201801190,18997,LAL
6741,201801190,16831,MEM
6742,201801190,19800,TOR
6743,201801190,18306,UTA
6744,201801200,15597,ATL
6745,201801200,18687,CHO
6746,201801200,20562,CLE
6747,201801200,18055,HOU
6748,201801200,17828,MIN
6749,201801200,18212,NOP
6750,201801200,20826,PHI
6751,201801200,19464,POR
6752,201801200,18306,UTA
6753,201801210,18624,BOS
6754,201801210,17554,DET
6755,201801210,18997,LAL
6756,201801210,18418,SAS
6757,201801220,11096,ATL
6758,201801220,11806,CHO
6759,201801220,19328,DAL
6760,201801220,14474,DEN
6761,201801220,18055,HOU
6762,201801220,16347,LAC
6763,201801220,14288,MEM
6764,201801220,14766,MIL
6765,201801220,17101,NOP
6766,201801230,19596,GSW
6767,201801230,18997,LAL
6768,201801230,18203,OKC
6769,201801230,18846,ORL
6770,201801230,18418,SAS
6771,201801240,12780,ATL
6772,201801240,14588,CHO
6773,201801240,19378,DAL
6774,201801240,15682,DET
6775,201801240,14060,IND
6776,201801240,19430,LAC
6777,201801240,15812,MEM
6778,201801240,20547,PHI
6779,201801240,18920,POR
6780,201801250,15482,DEN
6781,201801250,19596,GSW
6782,201801250,19600,MIA
6783,201801250,18203,OKC
6784,201801260,21827,CHI
6785,201801260,15479,CHO
6786,201801260,20562,CLE
6787,201801260,19876,DAL
6788,201801260,16369,MEM
6789,201801260,18717,MIL
6790,201801260,17186,NOP
6791,201801260,17068,PHO
6792,201801260,18418,SAS
6793,201801260,19800,TOR
6794,201801270,15843,ATL
6795,201801270,19520,DEN
6796,201801270,20491,DET
6797,201801270,19596,GSW
6798,201801270,17923,IND
6799,201801270,19600,MIA
6800,201801270,16231,MIN
6801,201801280,21630,CHI
6802,201801280,20562,CLE
6803,201801280,18055,HOU
6804,201801280,16378,NOP
6805,201801280,18202,OKC
6806,201801280,18418,SAS
6807,201801280,19800,TOR
6808,201801290,12589,ATL
6809,201801290,19555,DAL
6810,201801290,19520,DEN
6811,201801290,14225,IND
6812,201801290,13202,MEM
6813,201801290,14126,MIL
6814,201801300,18508,DET
6815,201801300,18055,HOU
6816,201801300,16705,LAC
6817,201801300,14292,NOP
6818,201801300,19505,NYK
6819,201801300,18418,SAS
6820,201801300,19800,TOR
6821,201801300,18306,UTA
6822,201801300,20356,WAS
6823,201801310,13103,ATL
6824,201801310,18624,BOS
6825,201801310,15577,BRK
6826,201801310,20562,CLE
6827,201801310,15093,IND
6828,201801310,18553,ORL
6829,201801310,15923,PHO
6830,201801310,19422,POR
6831, poptip s,Attend.,ort
6832,201802010,18407,DEN
6833,201802010,17481,DET
6834,201802010,17199,MIN
6835,201802010,18418,SAS
6836,201802010,15599,WAS
6837,201802020,18624,BOS
6838,201802020,17732,BRK
6839,201802020,17135,CHO
6840,201802020,18717,MIL
6841,201802020,18203,OKC
6842,201802020,20636,PHI
6843,201802020,16560,PHO
6844,201802020,17583,SAC
6845,201802020,19800,TOR
6846,201802030,20562,CLE
6847,201802030,20103,DEN
6848,201802030,18747,DET
6849,201802030,17923,IND
6850,201802030,19068,LAC
6851,201802030,17954,MIN
6852,201802030,18846,ORL
6853,201802030,17583,SAC
6854,201802030,18418,SAS
6855,201802040,18624,BOS
6856,201802040,14392,BRK
6857,201802040,19441,NYK
6858,201802040,18203,OKC
6859,201802040,14487,PHO
6860,201802040,19800,TOR
6861,201802050,14410,DEN
6862,201802050,13810,DET
6863,201802050,13169,IND
6864,201802050,15127,LAC
6865,201802050,19600,MIA
6866,201802050,14293,NOP
6867,201802050,17583,SAC
6868,201802060,11866,ATL
6869,201802060,15064,BRK
6870,201802060,19596,GSW
6871,201802060,18997,LAL
6872,201802060,19812,NYK
6873,201802060,18846,ORL
6874,201802060,20530,PHI
6875,201802060,20017,TOR
6876,201802070,20562,CLE
6877,201802070,15114,DET
6878,201802070,13187,MEM
6879,201802070,19600,MIA
6880,201802070,15993,PHO
6881,201802080,19596,GSW
6882,201802080,18997,LAL
6883,201802080,16215,ORL
6884,201802080,19178,POR
6885,201802080,19800,TOR
6886,201802080,20356,WAS
6887,201802090,16438,ATL
6888,201802090,18624,BOS
6889,201802090,21558,CHI
6890,201802090,16697,DET
6891,201802090,18055,HOU
6892,201802090,20018,MIA
6893,201802090,20489,PHI
6894,201802090,17583,SAC
6895,201802090,18306,UTA
6896,201802100,16572,BRK
6897,201802100,21112,CHI
6898,201802100,20162,DAL
6899,201802100,19596,GSW
6900,201802100,18347,ORL
6901,201802100,20504,PHI
6902,201802100,16325,PHO
6903,201802110,15214,ATL
6904,201802110,18624,BOS
6905,201802110,18320,CHO
6906,201802110,18055,HOU
6907,201802110,17923,IND
6908,201802110,18068,MIN
6909,201802110,18203,OKC
6910,201802110,19730,POR
6911,201802120,13735,BRK
6912,201802120,18611,CHI
6913,201802120,14453,DET
6914,201802120,19596,GSW
6915,201802120,20589,PHI
6916,201802120,18306,UTA
6917,201802130,19801,DAL
6918,201802130,17623,DEN
6919,201802130,14720,MIL
6920,201802130,18978,MIN
6921,201802130,18203,OKC
6922,201802130,19800,TOR
6923,201802140,18624,BOS
6924,201802140,13159,BRK
6925,201802140,21006,CHI
6926,201802140,15849,DET
6927,201802140,18055,HOU
6928,201802140,16012,MEM
6929,201802140,15436,NOP
6930,201802140,19812,NYK
6931,201802140,18428,ORL
6932,201802140,20492,PHI
6933,201802140,19520,POR
6934,201802140,18306,UTA
6935,201802150,15486,MIL
6936,201802150,17534,MIN
6937,201802220,21312,CHI
6938,201802220,14112,CHO
6939,201802220,20562,CLE
6940,201802220,19596,GSW
6941,201802220,18846,ORL
6942,201802220,17583,SAC
6943,201802230,20027,DEN
6944,201802230,20491,DET
6945,201802230,18055,HOU
6946,201802230,17923,IND
6947,201802230,18997,LAL
6948,201802230,18119,MEM
6949,201802230,17751,NOP
6950,201802230,17126,PHO
6951,201802230,20047,TOR
6952,201802230,18306,UTA
6953,201802230,17824,WAS
6954,201802240,19596,GSW
6955,201802240,19600,MIA
6956,201802240,18978,MIN
6957,201802240,19812,NYK
6958,201802240,20594,PHI
6959,201802240,17112,PHO
6960,201802240,17583,SAC
6961,201802240,18306,UTA
6962,201802250,17894,CHO
6963,201802250,20562,CLE
6964,201802250,20044,DEN
6965,201802250,18717,MIL
6966,201802250,17180,WAS
6967,201802260,16328,ATL
6968,201802260,18624,BOS
6969,201802260,15081,BRK
6970,201802260,19536,DAL
6971,201802260,14302,NOP
6972,201802260,19812,NYK
6973,201802260,18203,OKC
6974,201802260,17583,SAC
6975,201802260,19800,TOR
6976,201802260,18306,UTA
6977,201802270,14521,CHO
6978,201802270,20562,CLE
6979,201802270,15004,DEN
6980,201802270,19600,MIA
6981,201802270,16093,MIL
6982,201802270,19468,POR
6983,201802280,13316,ATL
6984,201802280,18624,BOS
6985,201802280,20202,DAL
6986,201802280,16146,DET
6987,201802280,19068,LAC
6988,201802280,13484,MEM
6989,201802280,17328,ORL
6990,201802280,18418,SAS
6991,201802280,20356,WAS
6992, poptip s,Attend.,ort
6993,201803010,20562,CLE
6994,201803010,19600,MIA
6995,201803010,19533,POR
6996,201803010,17583,SAC
6997,201803020,16728,ATL
6998,201803020,21017,CHI
6999,201803020,17190,LAC
7000,201803020,16421,MEM
7001,201803020,17217,MIL
7002,201803020,17223,ORL
7003,201803020,20487,PHI
7004,201803020,18055,PHO
7005,201803020,18306,UTA
7006,201803020,18631,WAS
7007,201803030,20562,CLE
7008,201803030,18476,HOU
7009,201803030,19600,MIA
7010,201803030,17875,ORL
7011,201803030,20063,POR
7012,201803030,17583,SAC
7013,201803030,18557,SAS
7014,201803040,15166,ATL
7015,201803040,19798,DAL
7016,201803040,16384,LAC
7017,201803040,15587,MIL
7018,201803040,17583,SAC
7019,201803040,19800,TOR
7020,201803040,16646,WAS
7021,201803050,21286,CHI
7022,201803050,20562,CLE
7023,201803050,15874,IND
7024,201803050,18997,LAL
7025,201803050,19600,MIA
7026,201803050,18418,SAS
7027,201803050,18306,UTA
7028,201803060,15600,CHO
7029,201803060,19504,DAL
7030,201803060,19596,GSW
7031,201803060,16412,LAC
7032,201803060,18203,OKC
7033,201803060,19393,POR
7034,201803060,19800,TOR
7035,201803060,16582,WAS
7036,201803070,20210,CHI
7037,201803070,20062,DEN
7038,201803070,17769,DET
7039,201803070,16432,IND
7040,201803070,18997,LAL
7041,201803070,17195,MIL
7042,201803070,17583,SAC
7043,201803080,14173,CHO
7044,201803080,19596,GSW
7045,201803080,19600,MIA
7046,201803080,18978,MIN
7047,201803080,18203,OKC
7048,201803090,19807,DEN
7049,201803090,17406,DET
7050,201803090,17923,IND
7051,201803090,19130,LAC
7052,201803090,15622,MEM
7053,201803090,18717,MIL
7054,201803090,18143,NOP
7055,201803090,19487,POR
7056,201803090,17583,SAC
7057,201803090,20131,TOR
7058,201803100,19336,CHO
7059,201803100,19579,DAL
7060,201803100,16561,LAC
7061,201803100,19689,MIA
7062,201803100,18203,OKC
7063,201803110,15266,ATL
7064,201803110,18624,BOS
7065,201803110,16901,BRK
7066,201803110,20394,DAL
7067,201803110,19520,DEN
7068,201803110,18997,LAL
7069,201803110,18978,MIN
7070,201803110,18062,NOP
7071,201803110,19812,NYK
7072,201803120,18092,HOU
7073,201803120,14112,MEM
7074,201803120,18203,OKC
7075,201803120,19786,POR
7076,201803130,16739,ATL
7077,201803130,16654,BRK
7078,201803130,20912,CHI
7079,201803130,18997,LAL
7080,201803130,15507,NOP
7081,201803130,18597,NYK
7082,201803130,20531,PHI
7083,201803130,18055,PHO
7084,201803130,18418,SAS
7085,201803130,18306,UTA
7086,201803130,17078,WAS
7087,201803140,18624,BOS
7088,201803140,19596,GSW
7089,201803140,17713,ORL
7090,201803140,17583,SAC
7091,201803150,14486,ATL
7092,201803150,18697,DEN
7093,201803150,18055,HOU
7094,201803150,17923,IND
7095,201803150,16511,MEM
7096,201803150,18894,NYK
7097,201803150,19806,POR
7098,201803150,18418,SAS
7099,201803150,18306,UTA
7100,201803160,19596,GSW
7101,201803160,18997,LAL
7102,201803160,18203,OKC
7103,201803160,18981,ORL
7104,201803160,20666,PHI
7105,201803160,19800,TOR
7106,201803170,13877,BRK
7107,201803170,22983,CHI
7108,201803170,16501,MEM
7109,201803170,18717,MIL
7110,201803170,18495,NOP
7111,201803170,17760,NYK
7112,201803170,18055,PHO
7113,201803170,19727,POR
7114,201803170,18418,SAS
7115,201803170,18306,UTA
7116,201803170,18249,WAS
7117,201803180,17776,LAC
7118,201803180,18978,MIN
7119,201803180,18277,NOP
7120,201803180,19800,TOR
7121,201803190,12856,BRK
7122,201803190,20562,CLE
7123,201803190,16603,IND
7124,201803190,19600,MIA
7125,201803190,18835,NYK
7126,201803190,20530,PHI
7127,201803190,17583,SAC
7128,201803190,18418,SAS
7129,201803200,18624,BOS
7130,201803200,16351,MIN
7131,201803200,14484,NOP
7132,201803200,16228,ORL
7133,201803200,17400,PHO
7134,201803200,20012,POR
7135,201803200,18306,UTA
7136,201803210,10231,BRK
7137,201803210,20671,CHI
7138,201803210,20562,CLE
7139,201803210,19600,MIA
7140,201803210,17916,MIL
7141,201803210,14148,NOP
7142,201803210,10411,PHI
7143,201803210,18418,SAS
7144,201803220,15033,CHO
7145,201803220,19725,DAL
7146,201803220,18055,HOU
7147,201803220,18037,NOP
7148,201803220,17881,ORL
7149,201803220,17583,SAC
7150,201803230,21698,CHI
7151,201803230,20562,CLE
7152,201803230,19596,GSW
7153,201803230,17923,IND
7154,201803230,18914,NYK
7155,201803230,18203,OKC
7156,201803230,19575,POR
7157,201803230,18418,SAS
7158,201803230,19800,TOR
7159,201803230,19016,WAS
